Row ID,country_name,water_source,water_tech,status_id,management,pay,#installer,install_year,#status,#source,#adm1,#adm2,#wpdx_id,#report_date,#country_id,#activity_id,#data_lnk,#orig_lnk,photo_lnk,#converted,#created,#updated,lat_deg,lon_deg,Location,Count,#fecal_coliform_presence,#fecal_coliform_value,#subjective_quality,val1,val2
1,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,no,,Never pay,RWE,1972,Status:Not functional|Quantity:Dry|Quality:Soft,SNV,Arusha,Longido,wpdx-00000001,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.83257,36.309,"(-2.83257, 36.309)",1,,,,0.7939172942579392,639.2719924915582
2,"Tanzania, United Republic of",Rainwater harvesting,Gravity Communal standpipe,yes,,Never pay,World Vision,2005,Status:Functional|Breakdown Year:2007|Reason Not Functioning:Tap need replacement|Quantity:Seasonal|Quality:Soft,SNV,Arusha,Longido,wpdx-00000002,01/01/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.84781,36.5284,"(-2.84781, 36.5284)",1,,,,4.089739470126709,898.9529712125659
3,"Tanzania, United Republic of",Rainwater harvesting,Gravity Communal standpipe,yes,,Never pay,World Vision,2005,Status:Functional|Quantity:Seasonal|Quality:Soft,SNV,Arusha,Longido,wpdx-00000003,01/01/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.84796,36.5288,"(-2.84796, 36.5288)",1,,,,2.722320207325391,453.2607081346214
4,"Tanzania, United Republic of",Rainwater harvesting,Gravity Communal standpipe,yes,,Never pay,World Vision,2005,Status:Functional|Quantity:Seasonal|Quality:Soft,SNV,Arusha,Longido,wpdx-00000004,01/01/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.85318,36.5276,"(-2.85318, 36.5276)",1,,,,3.738395903449188,840.3633912093937
5,Nicaragua,,,yes,,,,2011,,El Porvenier,Matagalpa,Terrabona,wpdx-00000005,01/01/2011 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.7407,-86.012100000000004,"(12.7407, -86.0121)",1,,,,1.694162838540803,605.569209670648
6,Nicaragua,,Spring Capture,yes,,,,2014,,El Porvenier,,Terrabona,wpdx-00000006,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.7465,-85.9975,"(12.7465, -85.9975)",1,,,,1.734232835346493,680.1499414723366
7,Nicaragua,,,yes,,,,2012,,El Porvenier,Matagalpa,Dario,wpdx-00000007,01/01/2012 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.5707,-85.9897,"(12.5707, -85.9897)",1,,,,6.316199664526985,578.8264379370958
8,Nicaragua,,Electric Pumping Gravity Flow Water System,yes,,,,2011,,El Porvenier,Matagalpa,Terrabona,wpdx-00000008,01/01/2011 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.7859,-85.9525,"(12.7859, -85.9525)",1,,,,3.1613591378812558,694.5162646006793
9,Nicaragua,,,yes,,,,2011,,El Porvenier,Matagalpa,Terrabona,wpdx-00000009,01/01/2011 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.663,-85.94580000000001,"(12.663, -85.9458)",1,,,,3.85528424547251,463.10463710688055
10,Nicaragua,,,yes,,,,2015,,El Porvenier,Carlos Galeano,Terrabona,wpdx-00000010,01/01/2015 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.7126,-85.92619999999999,"(12.7126, -85.9262)",1,,,,3.5041517003367986,420.58572033420205
11,Nicaragua,,,yes,,,,2013,,El Porvenier,,Terrabona,wpdx-00000011,01/01/2013 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.6616,-85.9209,"(12.6616, -85.9209)",1,,,,8.951312311885163,88.30293104983866
12,Nicaragua,,,yes,,,,2009,,El Porvenier,Jinotega,Wiwil??,wpdx-00000012,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,13.5707,-85.8252,"(13.5707, -85.8252)",1,,,,0.8117539569883908,146.69999782927334
13,Nicaragua,,,yes,,,,2009,,El Porvenier,Jinotega,Wiwil??,wpdx-00000013,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,13.6641,-85.80410000000001,"(13.6641, -85.8041)",1,,,,2.5935162089144006,359.0930253267288
14,Nicaragua,,,yes,,,,2008,,El Porvenier,Jinotega,Wiwil??,wpdx-00000014,01/01/2008 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,13.5817,-85.7891,"(13.5817, -85.7891)",1,,,,3.2564800427281297,470.7721921149641
15,Nicaragua,,Gravity Flow Water System,yes,,,,2009,,El Porvenier,Jinotega,Wiwilí,wpdx-00000015,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,13.5672,-85.7503,"(13.5672, -85.7503)",1,,,,4.044855019088355,35.28274316340685
16,Nicaragua,,,yes,,,,2009,,El Porvenier,Jinotega,Wiwil??,wpdx-00000016,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,13.7788,-85.71250000000001,"(13.7788, -85.7125)",1,,,,2.3018347353761057,825.8860821370035
17,Nicaragua,,,yes,,,,2014,,El Porvenier,,El Sauce,wpdx-00000017,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.9677,-86.55459999999999,"(12.9677, -86.5546)",1,,,,2.3926404480682373,461.1787225585431
18,Nicaragua,,,yes,,,,2011,,El Porvenier,Le??n,Achuapa,wpdx-00000018,01/01/2011 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,13.0045,-86.50449999999999,"(13.0045, -86.5045)",1,,,,1.6527247973948556,549.6224784292281
19,Nicaragua,,Electric Pumping Gravity Flow Water System,yes,,,,2013,,El Porvenier,León,El Sauce,wpdx-00000019,01/01/2013 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.9569,-86.4867,"(12.9569, -86.4867)",1,,,,1.8714379388336049,886.5870081353933
20,Nicaragua,,,yes,,,,2014,,El Porvenier,DW,El Sauce,wpdx-00000020,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.952,-86.47150000000001,"(12.952, -86.4715)",1,,,,3.4438206058998366,43.209552532061934
21,Nicaragua,,Electric Pumping Gravity Flow Water System,yes,,,,2014,,El Porvenier,León,El Sauce,wpdx-00000021,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.952,-86.47150000000001,"(12.952, -86.4715)",1,,,,6.409776280530006,318.7568138819188
22,Nicaragua,,Gravity Flow Water System,yes,,,,2010,,El Porvenier,León,El Sauce,wpdx-00000022,01/01/2010 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.8918,-86.46980000000001,"(12.8918, -86.4698)",1,,,,2.3363618071408796,658.9179234579206
23,Nicaragua,,,yes,,,,2012,,El Porvenier,Le??n,El Sauce,wpdx-00000023,01/01/2012 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.9515,-86.4499,"(12.9515, -86.4499)",1,,,,2.197368032949632,814.160583075136
24,Nicaragua,,,yes,,,,2011,,El Porvenier,Managua,San Francisco Libre,wpdx-00000024,01/01/2011 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.6234,-86.2859,"(12.6234, -86.2859)",1,,,,4.091586260974701,786.2867070361972
25,Nicaragua,,,yes,,,,2014,,El Porvenier,,San Francisco Libre,wpdx-00000025,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.6166,-86.28279999999999,"(12.6166, -86.2828)",1,,,,6.938357393146672,159.8516919184476
26,Nicaragua,,Spring Capture,yes,,,,2009,,El Porvenier,Managua,San Francisco Libre,wpdx-00000026,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.6341,-86.2757,"(12.6341, -86.2757)",1,,,,0.10056439754224933,354.79091643355787
27,Nicaragua,,,yes,,,,2014,,El Porvenier,,San Francisco Libre,wpdx-00000027,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.5684,-86.2697,"(12.5684, -86.2697)",1,,,,3.2971739287131863,608.6230310611427
28,Nicaragua,,,yes,,,,2008,,El Porvenier,Matagalpa,Dario,wpdx-00000028,01/01/2008 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.6636,-86.2449,"(12.6636, -86.2449)",1,,,,4.352025167761917,989.6367588080466
29,Nicaragua,,,yes,,,,2008,,El Porvenier,Matagalpa,Dario,wpdx-00000029,01/01/2008 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.6636,-86.2449,"(12.6636, -86.2449)",1,,,,1.3277950513708048,39.31239363737404
30,Nicaragua,,Spring Capture,yes,,,,2001,,El Porvenier,Matagalpa,Dario,wpdx-00000030,01/01/2001 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.7155,-86.2257,"(12.7155, -86.2257)",1,,,,3.39625468484829,674.9271280132234
31,Nicaragua,,,yes,,,,2002,,El Porvenier,Matagalpa,Dario,wpdx-00000031,01/01/2002 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,https://www.waterpointdata.org/dataset/resource/fc83ce94-1b98-439f-9af7-9ecf7177d585,,"#data_lnk, #lon_deg, #lat_deg, #country_id",04/08/2016 08:35:49 AM +0000,04/08/2016 08:35:49 AM +0000,12.7155,-86.2257,"(12.7155, -86.2257)",1,,,,,
32,Nicaragua,,Electric Pumping Gravity Flow Water System,yes,,,,2006,,El Porvenier,Matagalpa,Dario,wpdx-00000032,01/01/2006 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.7155,-86.2257,"(12.7155, -86.2257)",1,,,,,
78,Nicaragua,,Rehabilitate Well Project,yes,,,,2007,,El Porvenier,Boaco,Camoapa,wpdx-00000078,01/01/2007 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.3216,-85.6075,"(12.3216, -85.6075)",1,,,,,
79,Nicaragua,,Spring Capture,yes,,,,2000,,El Porvenier,Boaco,Camoapa,wpdx-00000079,01/01/2000 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,12.3675,-85.58629999999999,"(12.3675, -85.5863)",1,,,,,
80,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,yes,,Never pay,Jandu Plumbers,2006,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000080,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.85645,36.3324,"(-2.85645, 36.3324)",1,,,,,
81,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,yes,,Never pay,Jandu Plumbers,2006,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000081,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.85656,36.3324,"(-2.85656, 36.3324)",1,,,,,
82,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,yes,,Never pay,Jandu Plumbers,2006,Status:Functional|Breakdown Year:2007|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000082,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.86769,36.3383,"(-2.86769, 36.3383)",1,,,,,
400,Afghanistan,,DUG WELL,yes,,,DACAAR,2001,OK,DACAAR,Khost,Musa Khel,wpdx-00000400,11/16/2006 12:00:00 AM +0000,AF,,http://www.dropbox.com/s/3ns28lb7x8acr4m/DACAAR%20Water%20points%202_raw.xlsx?dl=0,,,"#status_id, #source, #country_id, #data_lnk",10/23/2015 01:03:12 AM +0000,10/23/2015 01:03:12 AM +0000,33.5244,69.73609999999999,"(33.5244, 69.7361)",1,,,,,
83,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,yes,,Never pay,Jandu Plumbers,2006,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000083,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.86778,36.3383,"(-2.86778, 36.3383)",1,,,,,
84,"Tanzania, United Republic of",Spring,Gravity Cattle trough,yes,,Never pay,Jandu Plumbers,2006,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000084,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.86785,36.3377,"(-2.86785, 36.3377)",1,,,,,
85,"Tanzania, United Republic of",Spring,Gravity Cattle trough,yes,,Never pay,Jandu Plumbers,2006,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000085,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.86839,36.338,"(-2.86839, 36.338)",1,,,,,
86,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,no,,Never pay,Wananchi,2000,Status:Not functional|Breakdown Year:2007|Quantity:Enough|Quality:Not recorded,SNV,Arusha,Longido,wpdx-00000086,01/04/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.87603,36.1815,"(-2.87603, 36.1815)",1,,,,,
87,"Tanzania, United Republic of",Spring,Gravity Communal standpipe,yes,,Never pay,ELCT,2001,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000087,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.87673,36.26,"(-2.87673, 36.26)",1,,,,,
88,"Tanzania, United Republic of",Spring,None Cattle trough,yes,,Never pay,RWE,1984,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000088,01/04/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.87863,36.1837,"(-2.87863, 36.1837)",1,,,,,
89,"Tanzania, United Republic of",Spring,Gravity Cattle trough,yes,,Never pay,ELCT,2004,Status:Functional|Quantity:Enough|Quality:Soft,SNV,Arusha,Longido,wpdx-00000089,01/05/2008 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-2.87987,36.2619,"(-2.87987, 36.2619)",1,,,,,
90,"Tanzania, United Republic of",Machine-drilled borehole,Other Communal standpipe,yes,,Not recorded,Local government,1980,Status:Functional|Quantity:Enough|Quality:Soft,WA,Dodoma,Dodoma Rural,wpdx-00000090,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.49987,35.8378,"(-6.49987, 35.8378)",1,,,,,
91,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000091,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.49275,35.8337,"(-6.49275, 35.8337)",1,,,,,
92,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000092,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.49111,35.8324,"(-6.49111, 35.8324)",1,,,,,
